trade_date,close
2021-06-22,3.071199408009941
2021-06-23,3.0692301595227742
2021-06-24,3.07
2021-06-25,3.07
2021-06-28,3.089319391710642
2021-06-29,3.078800731440118
2021-06-30,3.0807698267964687
2021-07-01,3.08
2021-07-02,3.08
2021-07-05,3.08
2021-07-06,3.08
2021-07-07,3.089659585982113
2021-07-08,3.0795706450433467
2021-07-09,3.0711102912580426
2021-07-12,3.0707698695333536
2021-07-13,3.060340407451167
2021-07-14,3.0511101591636716
2021-07-15,3.031450141146747
2021-07-16,3.041199146766632
2021-07-19,3.048889883552584
2021-07-20,3.0395704482815904
2021-07-21,3.040769881070261
2021-07-22,3.04
2021-07-23,3.0496596674962477
2021-07-26,3.039570508882416
2021-07-27,3.050429378363485
2021-07-28,3.0395707326762604
2021-07-29,3.040769763860466
2021-07-30,3.020680997911605
2021-08-02,2.9925597434069906
2021-08-03,3.0116286124938045
2021-08-04,2.9891423882380583
2021-08-05,2.9818797613155987
2021-08-06,2.9904290453371862
2021-08-09,2.9892303241877847
2021-08-10,3.0189781027107525
2021-08-11,3.0176914757118194
2021-08-12,3.039318797622814
2021-08-13,3.0191433469947775
2021-08-16,3.031197121000162
2021-08-17,3.0292309840234592
2021-08-18,3.010681895188945
2021-08-19,3.0405144415111365
2021-08-20,3.018376475973122
2021-08-23,3.0215377815323214
2021-08-24,3.0296583648375472
2021-08-25,3.0195727024342482
2021-08-26,3.020768980728366
2021-08-27,3.0103416880532614
2021-08-30,3.020427184634023
2021-08-31,2.9999148894013405
2021-09-01,3.0305107698884948
2021-09-02,3.0566679933701195
2021-09-03,3.0480345621672997
2021-09-06,3.0604270132239257
2021-09-07,3.05923111502602
2021-09-08,3.088974382953593
2021-09-09,3.0973521829752575
2021-09-10,3.089572899393174
2021-09-13,3.100426989362832
2021-09-14,3.0992312250641825
2021-09-15,3.0613671981385453
2021-09-16,3.0630759665329794
2021-09-17,3.0503417587637736
2021-09-22,3.070084971176015
2021-09-23,3.049146972139442
2021-09-24,3.0708521292341753
2021-09-27,3.0491487680972553
2021-09-28,3.051536294105899
2021-09-29,3.059657445278549
2021-09-30,3.059231759573124
2021-10-08,3.0503425543386538
2021-10-11,3.0700829665144203
2021-10-12,3.078120751200887
2021-10-13,3.0792316744875214
2021-10-14,3.0703425474104087
2021-10-15,3.0611108628827415
2021-10-18,3.0511107362518692
2021-10-19,3.0604258873849033
2021-10-20,3.0592316389822125
2021-10-21,3.06
2021-10-22,3.0793150451692957
2021-10-25,3.059148660666805
2021-10-26,3.0711936832273747
2021-10-27,3.0595747443507255
2021-10-28,3.060768123479702
2021-10-29,3.050342869956161
2021-11-01,3.050768064205563
2021-11-02,3.0693142562675857
2021-11-03,3.0394932424680374
2021-11-04,3.0423045253244543
2021-11-05,3.04
2021-11-08,3.04
2021-11-09,3.0303432070325016
2021-11-10,3.0404248774856364
2021-11-11,3.0392318625574792
2021-11-12,3.068970218220243
2021-11-15,3.0580394935320263
2021-11-16,3.060767939161349
2021-11-17,3.06
2021-11-18,3.0696565812339194
2021-11-19,3.059575534958349
2021-11-22,3.060767934063285
2021-11-23,3.06
2021-11-24,3.069656523900996
2021-11-25,3.0788886566829152
2021-11-26,3.0792320778424154
2021-11-29,3.0703434139293972
2021-11-30,3.061111322236101
2021-12-01,3.051111195682024
2021-12-02,3.060424616346608
2021-12-03,3.0495754957991688
2021-12-06,3.0604243927004777
2021-12-07,3.0592321556013884
2021-12-08,3.0696565458785305
2021-12-09,3.0595757218464334
2021-12-10,3.0704241672691683
2021-12-13,3.0692322696368257
2021-12-14,3.0603435686808327
2021-12-15,3.0511112895115127
2021-12-16,3.050767770572347
2021-12-17,3.05
2021-12-20,3.0596564963915944
2021-12-21,3.0495757892459614
2021-12-22,3.060424099513641
2021-12-23,3.0592322882511156
2021-12-24,3.06
2021-12-27,3.0503436180394634
2021-12-28,3.0604240372309497
2021-12-29,3.068888620930232
2021-12-30,3.049919592247351
2021-12-31,3.0515357313863123
2022-01-04,3.05
2022-01-05,3.0693125406138693
2022-01-06,3.087777324345994
2022-01-07,3.0884643687959557
2022-01-10,3.1382827355720613
2022-01-11,3.1265073987756717
2022-01-12,3.140423138366868
2022-01-13,3.1199209411063835
2022-01-14,3.1408451893833598
2022-01-17,3.0901908921477883
2022-01-18,3.0938306830718822
2022-01-19,3.118966055174286
2022-01-20,3.108044215433654
2022-01-21,3.120421804687953
2022-01-24,3.1192333362311806
2022-01-25,3.12
2022-01-26,3.091034592647827
2022-01-27,3.092299978148583
2022-01-28,3.09
2022-02-07,3.09
2022-02-08,3.12862061815482
2022-02-09,3.165557965919422
2022-02-10,3.1572771787660834
2022-02-11,3.189733384158278
2022-02-14,3.187701984484437
2022-02-15,3.17068842612503
2022-02-16,3.1522205370786898
2022-02-17,3.1708446100831678
2022-02-18,3.178122734965379
2022-02-21,3.198545744731038
2022-02-22,3.179155427706156
2022-02-23,3.1718771657538185
2022-02-24,3.1611104153007594
2022-02-25,3.1124846298414943
2022-02-28,3.1138305611737973
2022-03-01,3.100343619059595
2022-03-02,3.1200782757876864
2022-03-03,3.1281248047853634
2022-03-04,3.1485474801767506
2022-03-07,3.1484689325646187
2022-03-08,3.1306869625832214
2022-03-09,3.1025608607547093
2022-03-10,3.08298190227099
2022-03-11,3.081530827875302
2022-03-14,3.099314559277255
2022-03-15,3.0888115851088953
2022-03-16,3.0328213651378135
2022-03-17,3.0732239140866016
